ModelFile;PositionX;PositionY;PositionZ;RotationX;RotationY;RotationZ;RotationW;ScaleFactor;ModelId;Type;FileDataID;DoodadSetIndexes;DoodadSetNames
..\..\world\expansion04\doodads\turtlezone\clouds\tu_clouds_01.obj;13253.9072265625;253.279296875;15946.1884765625;1.3729788064956665;137.5;-4.045379638671875;;5.0693359375;7730723;m2;516927;0;
..\..\world\expansion04\doodads\turtlezone\clouds\tu_clouds_01.obj;13304.923828125;152.4477081298828;15933.833984375;0;151;0;;4.3291015625;7730717;m2;516927;0;
..\..\world\critter\birds\bird01.obj;13394.8515625;122.53914642333984;15873.396484375;0;154.5;0;;1.3994140625;6522744;m2;190719;0;
..\..\world\expansion04\doodads\turtlezone\clouds\tu_clouds_01.obj;13831.7890625;209.8927764892578;15825.10546875;0;207.5;0;;4.009765625;7730727;m2;516927;0;
..\..\world\critter\birds\bird01.obj;13350.2744140625;106.02561950683594;15796.74609375;0;236.5;0;;1.3994140625;6522214;m2;190719;0;
..\..\world\expansion04\doodads\turtlezone\clouds\tu_clouds_01.obj;13836.130859375;193.0478057861328;15931.2490234375;0;31;0;;3.4296875;7730732;m2;516927;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree07.obj;13854.095703125;131.25697326660156;15757.7705078125;4.322238922119141;294;16.60373306274414;;1.3291015625;6522145;m2;514920;0;
..\..\world\expansion04\doodads\turtlezone\waterfalls\tu_waterfalls_customedge_02.obj;13371.869140625;63.95659255981445;15547.21484375;0;0;0;;1;7195409;m2;537083;0;
..\..\world\expansion04\doodads\turtlezone\redtree\tu_redtree02.obj;13353.3681640625;93.22052764892578;15848.2392578125;0.8913794755935669;290;7.387783050537109;;1.3291015625;6522615;m2;516309;0;
..\..\world\expansion02\doodads\generic\waterfalls\waterfalls_set1_high_ripples.obj;13850.400390625;123.36237335205078;15966.9228515625;0;20.5;0;;0.44921875;6598371;m2;195676;0;
..\..\world\expansion04\doodads\turtlezone\redtree\tu_redtree02.obj;13585.4853515625;181.5143280029297;15600.1259765625;-2.893218994140625;137.5;0.9431657791137695;;1.189453125;6520961;m2;516309;0;
..\..\world\critter\birds\bird01.obj;13317.484375;117.32071685791016;15701.54296875;0;279.5;0;;0.94921875;6521738;m2;190719;0;
..\..\world\expansion04\doodads\turtlezone\clouds\tu_clouds_05.obj;13883.5263671875;231.96188354492188;15899.6455078125;0;2;0;;3.4794921875;7730733;m2;620851;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree07.obj;13868.5556640625;131.1319580078125;15719.5341796875;-0.363189697265625;318.5;13.353242874145508;;1.0791015625;6521909;m2;514920;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree07.obj;13395.255859375;87.2610855102539;15672.572265625;0;208.5;0;;1.1396484375;6521435;m2;514920;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree08.obj;13345.162109375;100.0754165649414;15918.5986328125;0.09125299751758575;135.5;-3.16094970703125;;1.1591796875;6522868;m2;514951;0;
..\..\world\expansion04\doodads\turtlezone\redtree\tu_redtree02.obj;13431.7548828125;98.01704406738281;15838.7021484375;10.743494987487793;217;6.985391139984131;;0.9697265625;6522622;m2;516309;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree07.obj;13338.4384765625;82.91568756103516;15631.1083984375;0;57.5;0;;1;6520902;m2;514920;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree08.obj;13416.443359375;104.2334976196289;15931.6748046875;0.09125299751758575;250.5;-3.16094970703125;;1.1396484375;6522872;m2;514951;0;
..\..\world\expansion04\doodads\turtlezone\redtree\tu_redtree02.obj;13450.119140625;123.55239868164062;15894.3671875;0;132.5;0;;0.9697265625;6522746;m2;516309;0;
..\..\world\expansion04\doodads\turtlezone\redtree\tu_redtree02.obj;13469.568359375;99.33785247802734;15829.9765625;-2.2098388671875;266.5;22.746484756469727;;0.9697265625;6522489;m2;516309;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree07.obj;13386.078125;91.4212417602539;15807.712890625;0;117;0;;1;6522468;m2;514920;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree07.obj;13317.4345703125;81.9916763305664;15606.919921875;0;155;0;;1;6520895;m2;514920;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree08.obj;13325.5302734375;85.40757751464844;15775.1796875;0.0912533551454544;138.5;-3.16094970703125;;1;6522213;m2;514951;0;
..\..\world\expansion04\doodads\turtlezone\bamboo\tu_bamboo04.obj;13792.013671875;127.81912994384766;15993.728515625;-3.5428466796875;2;-6.359893798828125;;1;6386720;m2;516279;0;
..\..\world\expansion04\doodads\turtlezone\bamboo\tu_bamboo04.obj;13876.810546875;123.28893280029297;16010.1865234375;-3.5428466796875;67;-6.359893798828125;;1;6407825;m2;516279;0;
..\..\world\expansion04\doodads\turtlezone\bamboo\tu_bamboo04_gold.obj;13875.474609375;138.41384887695312;15999.8173828125;0;49.5;0;;1.0498046875;6407737;m2;519851;0;
..\..\world\expansion04\doodads\turtlezone\bamboo\tu_bamboo04_gold.obj;13800.84765625;130.1162872314453;15988.13671875;0;344.5;0;;1.0498046875;6386726;m2;519851;0;
..\..\world\expansion04\doodads\turtlezone\bamboo\tu_bamboo04_gold.obj;13758.248046875;132.5326690673828;16010.701171875;0;353;0;;1.0498046875;6386836;m2;519851;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree07.obj;13310.4375;80.1672134399414;15718.46484375;0;160.5;0;;1;6521734;m2;514920;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree08.obj;13332.263671875;83.76818084716797;15680.2734375;0;56.5;0;;1;6521421;m2;514951;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree08.obj;13371.6328125;77.92515563964844;15609.5234375;1.536292314529419;118.5;0.37390634417533875;;1;6520912;m2;514951;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree07.obj;13595.806640625;99.56525421142578;15883.806640625;0;287;0;;1;6522778;m2;514920;0;
..\..\world\expansion04\doodads\turtlezone\bamboo\tu_bamboo03.obj;13811.12890625;124.27909088134766;15984.5830078125;4.306430816650391;0;-7.523590087890625;;0.8291015625;6386728;m2;516277;0;
..\..\world\expansion04\doodads\turtlezone\bamboo\tu_bamboo03.obj;13878.0322265625;143.3795928955078;15993.853515625;4.306430816650391;65;-7.523590087890625;;0.8291015625;6407739;m2;516277;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree02.obj;13608.8349609375;158.8412628173828;15948.982421875;0;243;0;;1;6523062;m2;514498;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree08.obj;13644.193359375;162.41525268554688;15654.5302734375;3.119281053543091;29;0.7211650013923645;;0.9296875;6521301;m2;514951;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree07.obj;13486.1513671875;113.70912170410156;15854.138671875;0;143;0;;0.8291015625;6522636;m2;514920;0;
..\..\world\expansion04\doodads\turtlezone\bamboo\tu_bamboocanopy03.obj;13875.9892578125;121.00818634033203;16011.712890625;0;51;0;;1.1494140625;6407826;m2;516683;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree07.obj;13335.0966796875;92.9583511352539;15817.2353515625;0;223;0;;0.8095703125;6522463;m2;514920;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree07.obj;13650.9140625;169.24526977539062;15635.9580078125;0;40.5;0;;0.7998046875;6521292;m2;514920;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree01.obj;13897.0537109375;94.93497467041016;15631.119140625;0.3766239881515503;229.5;-5.01580810546875;;1.0791015625;6546473;m2;514496;0;
..\..\world\expansion04\doodads\turtlezone\bambootrunk\tu_bambootrunk01_gold.obj;13794.4990234375;129.1398468017578;15989.6240234375;1.179203748703003;0.5;3.822234869003296;;1.4990234375;6386717;m2;519871;0;
..\..\world\expansion04\doodads\turtlezone\bambootrunk\tu_bambootrunk01_gold.obj;13874.1416015625;124.1215591430664;16006.19921875;1.179203987121582;65.5;3.822234869003296;;1.5;6407829;m2;519871;0;
..\..\world\expansion04\doodads\turtlezone\bamboo\tu_bamboo03_gold.obj;13786.57421875;127.1102294921875;15992.68359375;0.5868093967437744;347;2.98423433303833;;0.7998046875;6386719;m2;519849;0;
..\..\world\expansion04\doodads\turtlezone\bamboo\tu_bamboo03_gold.obj;13871.341796875;120.16702270507812;16004.271484375;0.586808979511261;52;2.984234094619751;;0.7998046875;6407824;m2;519849;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree04.obj;13659.3095703125;145.57339477539062;15886.306640625;0;224;0;;1;6522789;m2;514502;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree01.obj;13723.150390625;192.3208770751953;15853.5048828125;7.501533031463623;210.5;1.3257369995117188;;1;6522702;m2;514496;0;
..\..\world\expansion03\doodads\lostisles\waterfalls\lostisles_waterfallmist01.obj;13836.935546875;124.33431243896484;15756.388671875;0;358;0;;2.859375;6522144;m2;323389;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree04.obj;13725.970703125;186.4777374267578;15844.5859375;1.4447485208511353;198;-0.403350830078125;;1;6522700;m2;514502;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree04.obj;13541.875;184.0395050048828;16002.3798828125;0;161;0;;1;6386833;m2;514502;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree07.obj;13618.7119140625;166.6145782470703;15656.0615234375;0;97.5;0;;0.939453125;6521280;m2;514920;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree01.obj;13643.7900390625;123.8118667602539;15900.8955078125;4.674121856689453;245;-0.807830810546875;;1;6522916;m2;514496;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree04.obj;13686.2109375;104.05829620361328;15549.744140625;0;119;0;;0.94921875;6546486;m2;514502;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree07.obj;13495.7841796875;98.53055572509766;15858.8779296875;6.986676216125488;90.5;-7.980376720428467;;0.9296875;6522629;m2;514920;0;
..\..\world\expansion04\doodads\turtlezone\bambootrunk\tu_bambootrunk01_gold.obj;13810.4296875;127.39476013183594;15988.4560546875;1.0941792726516724;0;-3.307098388671875;;1.3994140625;6386725;m2;519871;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree08.obj;13726.6796875;170.3270721435547;15616.4384765625;10.13455867767334;72.5;-0.31219482421875;;0.8095703125;6521033;m2;514951;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree01.obj;13754.1689453125;143.626708984375;15760.509765625;2.4933056831359863;210;-2.456298828125;;1;6522085;m2;514496;0;
..\..\world\expansion04\doodads\pandaren\kite\pa_kite_03.obj;13310.7548828125;98.17825317382812;15657.482421875;0;351.5;0;;1;6521114;m2;524268;0;
..\..\world\expansion04\doodads\pandaren\kite\pa_kite_02.obj;13424.59765625;101.23828887939453;15690.0048828125;0;353;0;;1;6521464;m2;523286;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree01.obj;13653.548828125;110.25435638427734;15859.76171875;0;216;0;;1;6522661;m2;514496;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree07.obj;13600.3251953125;127.96707916259766;15711.6640625;0;63.5;0;;0.759765625;6521846;m2;514920;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree01.obj;13685.0791015625;134.22695922851562;15671.7978515625;0;37.5;0;;1;6521583;m2;514496;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree01.obj;13486.6416015625;122.40550231933594;15892.224609375;0;140;0;;1;6522752;m2;514496;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree01.obj;13587.353515625;101.74088287353516;15866.041015625;0;292;0;;1;6522654;m2;514496;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree07.obj;13410.0478515625;83.45172119140625;15628.697265625;0;327;0;;0.7294921875;6520927;m2;514920;0;
..\..\world\expansion04\doodads\turtlezone\bamboo\tu_bamboocanopy03.obj;13882.6103515625;143.8438262939453;15989.990234375;5.193334102630615;65;-4.24609375;;1.01953125;6407738;m2;516683;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree01.obj;13886.646484375;166.8344268798828;15759.26171875;5.3123650550842285;258.5;0.16961520910263062;;1;6522161;m2;514496;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree01.obj;13540.7197265625;147.08445739746094;15972.4208984375;0;250.5;0;;1;6386685;m2;514496;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree01.obj;13687.8349609375;144.71658325195312;15812.9736328125;0;235.5;0;;0.9697265625;6522533;m2;514496;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree01.obj;13846.115234375;80.2883071899414;15609.3203125;-0.25054931640625;165;-1.076934814453125;;1;6546475;m2;514496;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree07.obj;13751.8203125;148.9167022705078;15631.072265625;7.377381324768066;140.5;-3.438629150390625;;0.6494140625;6521049;m2;514920;0;
..\..\world\expansion04\doodads\turtlezone\clouds\tu_clouds_05.obj;13785.392578125;166.69947814941406;15760.98046875;0;159;0;;2.109375;7730730;m2;620851;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree07.obj;13470.87890625;99.6250991821289;15782.5810546875;0;191.5;0;;0.8291015625;6522236;m2;514920;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree01.obj;13585.021484375;113.31366729736328;15951.822265625;0;256;0;;1;6523056;m2;514496;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree07.obj;13749.333984375;148.5615692138672;15766.1435546875;0;253;0;;0.779296875;6522090;m2;514920;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree02.obj;13658.173828125;166.21409606933594;15561.5498046875;0;174;0;;0.83984375;6520722;m2;514498;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree07.obj;13649.4150390625;160.45394897460938;15659.0927734375;0;22.5;0;;0.7392578125;6521303;m2;514920;0;
..\..\world\expansion04\doodads\turtlezone\bambootrunk\tu_bambootrunk01_gold.obj;13799.671875;129.12998962402344;15984.603515625;11.318497657775879;0;1.4634121656417847;;1.2490234375;6386718;m2;519871;0;
..\..\world\expansion04\doodads\turtlezone\bambootrunk\tu_bambootrunk01_gold.obj;13871.77734375;129.1584014892578;15999.388671875;11.318497657775879;65;1.4634120464324951;;1.25;6407742;m2;519871;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree07.obj;13547.23046875;85.04967498779297;15897.0029296875;0;117.5;0;;0.7099609375;6522762;m2;514920;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree05.obj;13727.822265625;194.45864868164062;15855.52734375;34.51261901855469;214.5;11.329839706420898;;1.4091796875;6522697;m2;514504;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree01.obj;13583.09375;123.75686645507812;15720.8310546875;3.184440851211548;6;1.452354907989502;;1;6521816;m2;514496;0;
..\..\world\expansion04\doodads\turtlezone\rocks\tu_flatrocks_05_mossy.obj;13575.7626953125;72.9192886352539;15933.853515625;0;65;0;;3.1494140625;6523059;m2;521990;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree07.obj;13664.375;170.6570281982422;15576.6484375;0;121;0;;0.689453125;6520839;m2;514920;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree07.obj;13504.431640625;124.97474670410156;15917.794921875;0;98;0;;0.8291015625;6522884;m2;514920;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree08.obj;13444.23828125;84.4205551147461;15597.6484375;0;7.5;0;;0.9091796875;6520750;m2;514951;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree07.obj;13706.1162109375;164.66885375976562;15652.759765625;0;37.5;0;;0.6591796875;6521325;m2;514920;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree08.obj;13386.5;96.49382781982422;15873.3173828125;0.09125299751758575;84;-3.16094970703125;;0.8798828125;6522742;m2;514951;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree04.obj;13549.0380859375;130.7785186767578;15966.08984375;0;179.5;0;;1;6523052;m2;514502;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree07.obj;13356.54296875;73.52632904052734;15561.1396484375;3.3424930572509766;109;2.9554195404052734;;0.689453125;6860349;m2;514920;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree07.obj;13486.2646484375;110.52826690673828;15803.8583984375;0;19;0;;0.7197265625;6522487;m2;514920;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree02.obj;13571.748046875;143.6167755126953;15675.9072265625;0;276.5;0;;0.779296875;6521522;m2;514498;0;
..\..\world\expansion04\doodads\turtlezone\redtree\tu_redtree02.obj;13443.9208984375;85.20206451416016;15656.3623046875;0;238.5;0;;0.6494140625;6521202;m2;516309;0;
..\..\world\expansion04\doodads\pandaren\kite\pa_kite_01.obj;13450.1572265625;97.55712890625;15621.552734375;0;359.5;0;;1;6520935;m2;522859;0;
..\..\world\expansion04\doodads\turtlezone\bamboo\tu_bamboocanopy03.obj;13790.283203125;128.60635375976562;15993.6279296875;0;0;0;;1.1494140625;6386721;m2;516683;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree02.obj;13662.068359375;167.4905548095703;15861.9111328125;0;310;0;;0.76953125;6522669;m2;514498;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree02.obj;13690.41015625;146.0972442626953;15814.552734375;0;179;0;;0.779296875;6522535;m2;514498;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree01.obj;13637.1904296875;154.9104461669922;15919.763671875;0;270;0;;1;6522915;m2;514496;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree01.obj;13713.9326171875;174.0772247314453;15838.193359375;4.609739780426025;249.5;0.017402291297912598;;0.83984375;6522698;m2;514496;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree03.obj;13878.298828125;158.709716796875;15765.0322265625;13.83952522277832;216;-7.0333251953125;;1;6522165;m2;514500;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree04.obj;13709.591796875;135.72171020507812;15571.865234375;0;193;0;;0.8291015625;6546485;m2;514502;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree03.obj;13712.3935546875;188.07656860351562;15857.3203125;6.763431072235107;212;-5.91864013671875;;1;6522701;m2;514500;0;
..\..\world\expansion04\doodads\turtlezone\rocks\tu_flatrocks_01.obj;13840.76171875;136.28012084960938;15779.697265625;-44.603607177734375;342.5;-149.15924072265625;;2.259765625;7408700;m2;516391;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree03.obj;13741.9423828125;89.674560546875;15564.0654296875;2.9277093410491943;162.5;-3.267364501953125;;1;6546482;m2;514500;0;
..\..\world\expansion04\doodads\turtlezone\redtree_roots\tu_redtree_roots_02.obj;13586.9833984375;181.5293731689453;15600.662109375;12.422796249389648;161.5;25.8278865814209;;1.349609375;6520958;m2;521702;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree06.obj;13517.3076171875;139.9578399658203;15979.7802734375;-36.30230712890625;52.5;-16.823486328125;;1.349609375;6274688;m2;514506;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree04.obj;13687.1943359375;169.2698516845703;15835.3203125;0;145.5;0;;0.759765625;6522682;m2;514502;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree07.obj;13366.310546875;78.0486831665039;15639.1298828125;0;163.5;0;;0.6796875;6521131;m2;514920;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree03.obj;13641.986328125;120.5188980102539;15542.63671875;2.9277091026306152;204.5;-3.267364501953125;;1;6546488;m2;514500;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree06.obj;13663.8388671875;147.52468872070312;15878.4140625;-66.99819946289062;36.5;43.79523849487305;;1.4296875;6522791;m2;514506;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree06.obj;13544.427734375;148.52267456054688;15986.193359375;7.608663558959961;209;-29.4508056640625;;1.349609375;6386694;m2;514506;0;
..\..\world\expansion04\doodads\turtlezone\bamboo\tu_bamboocanopy03.obj;13812.7685546875;128.3946533203125;15990.451171875;5.193334102630615;0;-4.24609375;;1.01953125;6386727;m2;516683;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree06.obj;13723.28515625;183.977783203125;15842.57421875;40.60097122192383;243;11.3899564743042;;1.349609375;6522696;m2;514506;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree06.obj;13572.841796875;225.3615264892578;15999.4921875;61.83894729614258;246;13.617921829223633;;1.51953125;6386704;m2;514506;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree08.obj;13403.625;91.2308120727539;15828.5673828125;1.095355749130249;47;-4.156829833984375;;0.619140625;6522473;m2;514951;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree01.obj;13564.8623046875;210.21763610839844;15991.3623046875;0;254;0;;0.83984375;6386688;m2;514496;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree01.obj;13819.2529296875;171.7494659423828;15782.099609375;14.119123458862305;133.5;-18.6365966796875;;0.7392578125;6522385;m2;514496;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree06.obj;13312.4609375;215.9481964111328;16006.9677734375;22.571992874145508;133.5;-19.3883056640625;;1.349609375;6274733;m2;514506;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree06.obj;13638.052734375;148.7647705078125;15918.337890625;-58.03936767578125;25;33.95444107055664;;1.3896484375;6522923;m2;514506;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree03.obj;13577.046875;98.04905700683594;15553.2392578125;0;200;0;;1;6520707;m2;514500;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree07.obj;13688.42578125;128.4289093017578;15742.451171875;0;0;0;;0.8193359375;6522056;m2;514920;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree01.obj;13713.513671875;124.55503845214844;15569.80859375;0;176;0;;0.8994140625;6546484;m2;514496;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree06.obj;13644.140625;157.86270141601562;15915.916015625;37.42701721191406;266;-15.713529586791992;;1.58984375;6522920;m2;514506;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree03.obj;13808.3388671875;144.5607452392578;15768.443359375;0;164;0;;1;6522373;m2;514500;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree03.obj;13687.779296875;103.2496109008789;15549.9384765625;2.9277091026306152;171;-3.267364501953125;;1;6546487;m2;514500;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree03.obj;13635.4501953125;151.4914093017578;15917.505859375;1.2815639972686768;194;-3.91888427734375;;1;6522914;m2;514500;0;
..\..\world\expansion04\doodads\turtlezone\redtree_roots\tu_redtree_roots_02.obj;13353.224609375;95.3130874633789;15852.3466796875;-0.4110107421875;71.5;17.488027572631836;;1.4599609375;6522613;m2;521702;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree03.obj;13494.2666015625;106.52371978759766;15875.0458984375;0;77;0;;1;6522753;m2;514500;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree02.obj;13563.712890625;202.30165100097656;15983.212890625;0;232;0;;0.69921875;6386687;m2;514498;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree06.obj;13524.6103515625;154.05760192871094;15983.8759765625;-42.205352783203125;42;-18.291107177734375;;1.349609375;6274689;m2;514506;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree01.obj;13567.6552734375;200.38710021972656;15982.9384765625;0;199;0;;0.7998046875;6386699;m2;514496;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree06.obj;13566.7763671875;210.82296752929688;15990.2841796875;55.28495788574219;188;-42.131561279296875;;1.3095703125;6386701;m2;514506;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree02.obj;13868.5126953125;155.9620361328125;15761.6748046875;-7.924377918243408;269.5;6.8264665603637695;;0.69921875;6522167;m2;514498;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree03.obj;13689.1474609375;150.56919860839844;15825.318359375;0;242.5;0;;0.94921875;6522534;m2;514500;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree03.obj;13849.5849609375;78.9147720336914;15608.2978515625;3.7644362449645996;206.5;2.6144769191741943;;0.9091796875;6546477;m2;514500;0;
