ModelFile;PositionX;PositionY;PositionZ;RotationX;RotationY;RotationZ;RotationW;ScaleFactor;ModelId;Type;FileDataID;DoodadSetIndexes;DoodadSetNames
..\..\world\expansion04\doodads\turtlezone\clouds\tu_clouds_02.obj;13170.515625;160.4021759033203;15654.568359375;0;128;0;;5.1494140625;7730722;m2;517014;0;
..\..\world\expansion04\doodads\turtlezone\clouds\tu_clouds_03.obj;13089.6357421875;273.4908142089844;15949.9853515625;0;285;0;;4.0595703125;7730750;m2;530268;0;
..\..\world\critter\birds\bird01.obj;13350.2744140625;106.02561950683594;15796.74609375;0;236.5;0;;1.3994140625;6522214;m2;190719;0;
..\..\world\expansion04\doodads\turtlezone\clouds\tu_clouds_04.obj;13150.7568359375;124.61284637451172;15600.4111328125;0;119;0;;3.009765625;7730765;m2;620849;0;
..\..\world\expansion04\doodads\turtlezone\clouds\tu_clouds_02.obj;13009.1416015625;233.991943359375;15884.525390625;0;287.5;0;;4.5498046875;7730751;m2;517014;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree07.obj;13262.615234375;82.51687622070312;15638.6015625;0;134.5;0;;1.4599609375;6521111;m2;514920;0;
..\..\world\expansion04\doodads\turtlezone\redtree\tu_redtree02.obj;13353.3681640625;93.22052764892578;15848.2392578125;0.8913794755935669;290;7.387783050537109;;1.3291015625;6522615;m2;516309;0;
..\..\world\expansion04\doodads\valleyoffourwinds\pinetree\vfw_pinetree01.obj;12794.3515625;222.8094482421875;15813.7958984375;0;0;0;;1;6668831;m2;519498;0;
..\..\world\expansion04\doodads\valleyoffourwinds\pinetree\vfw_pinetree01.obj;12821.1962890625;224.97586059570312;15883.1259765625;0;125;0;;0.9599609375;6666568;m2;519498;0;
..\..\world\critter\birds\bird01.obj;13317.484375;117.32071685791016;15701.54296875;0;279.5;0;;0.94921875;6521738;m2;190719;0;
..\..\world\generic\pvp\collisionwall\collisionwallpvp01.obj;13056.75390625;35.52490234375;15550.3623046875;3.3560352325439453;288.5;25.995990753173828;;6.599609375;6971057;m2;200293;0;
..\..\world\expansion04\doodads\valleyoffourwinds\pinetree\vfw_pinetree02.obj;12820.9873046875;219.0794219970703;15782.5771484375;-2.08294677734375;330;3.2075860500335693;;0.939453125;6666567;m2;519500;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree08.obj;13345.162109375;100.0754165649414;15918.5986328125;0.09125299751758575;135.5;-3.16094970703125;;1.1591796875;6522868;m2;514951;0;
..\..\world\expansion04\doodads\turtlezone\mountaintreewhite\tu_mountaintreewhite07.obj;13078.400390625;258.8879699707031;15758.8798828125;0;343;0;;1.2099609375;6639425;m2;530145;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree08.obj;12942.376953125;136.3168182373047;15624.7197265625;10.81325912475586;201;-3.460052490234375;;1.109375;6627710;m2;514951;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree07.obj;13226.091796875;94.7468032836914;15704.662109375;0;108;0;;1.1298828125;6521722;m2;514920;0;
..\..\world\expansion04\doodads\turtlezone\mountaintreewhite\tu_mountaintreewhite07.obj;13058.0654296875;255.87234497070312;15888.552734375;7.045608997344971;34;-2.570892333984375;;0.939453125;6639315;m2;530145;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree07.obj;13338.4384765625;82.91568756103516;15631.1083984375;0;57.5;0;;1;6520902;m2;514920;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree07.obj;13015.9111328125;142.6825714111328;15613.4990234375;0;237.5;0;;1;6627698;m2;514920;0;
..\..\world\expansion04\doodads\valleyoffourwinds\pinetree\vfw_pinetree03.obj;12840.5498046875;227.21482849121094;15815.2197265625;0;323.5;0;;1.2998046875;6668832;m2;519502;0;
..\..\world\expansion04\doodads\pandaren\postwithropes\pa_postwithropes_01.obj;12946.9560546875;171.77865600585938;15928.822265625;0;0.5;0;;1;6968307;m2;571932;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree07.obj;12823.912109375;165.8524932861328;15707.1435546875;12.004213333129883;242.5;3.339003801345825;;0.8994140625;6627589;m2;514920;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree07.obj;13317.4345703125;81.9916763305664;15606.919921875;0;155;0;;1;6520895;m2;514920;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree08.obj;13325.5302734375;85.40757751464844;15775.1796875;0.0912533551454544;138.5;-3.16094970703125;;1;6522213;m2;514951;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree03.obj;12855.32421875;140.9036407470703;15671.837890625;0;179.5;0;;1.7392578125;6627671;m2;514500;0;
..\..\world\expansion04\doodads\valleyoffourwinds\pinetree\vfw_pinetree03.obj;12792.9072265625;222.5680694580078;15778.9296875;0;323.5;0;;1.2392578125;6668830;m2;519502;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree07.obj;13310.4375;80.1672134399414;15718.46484375;0;160.5;0;;1;6521734;m2;514920;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree08.obj;13332.263671875;83.76818084716797;15680.2734375;0;56.5;0;;1;6521421;m2;514951;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree07.obj;13130.287109375;173.24630737304688;15708.416015625;0;164.5;0;;1;6521668;m2;514920;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree01.obj;13196.05078125;86.26297760009766;15787.6298828125;0.0351281464099884;80.5;-1.13470458984375;;1.2890625;6522176;m2;514496;0;
..\..\world\expansion04\doodads\turtlezone\mountaintreewhite\tu_mountaintreewhite07.obj;13037.7763671875;237.96603393554688;15908.435546875;9.504003524780273;320;-3.246368408203125;;0.7998046875;6639232;m2;530145;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree01.obj;13251.65234375;97.16705322265625;15752.2529296875;3.2288014888763428;67;-16.332916259765625;;1.1298828125;6521985;m2;514496;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree04.obj;12872.361328125;136.76699829101562;15658.0009765625;0;173.5;0;;1.2392578125;6627674;m2;514502;0;
..\..\world\expansion04\doodads\turtlezone\mountaintreewhite\tu_mountaintreewhite02.obj;13199.7021484375;208.62802124023438;15940.212890625;0;251.5;0;;1.009765625;6639341;m2;530137;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree02.obj;12817.4384765625;189.10260009765625;15729.744140625;-2.61590576171875;252;-2.899505615234375;;0.9892578125;6627588;m2;514498;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree08.obj;13219.7080078125;89.50926971435547;15659.52734375;0;192;0;;1.08984375;6521107;m2;514951;0;
..\..\world\expansion04\doodads\turtlezone\redtree\tu_redtree02.obj;12949.396484375;208.38284301757812;16013.9677734375;0;12.5;0;;0.9599609375;6559508;m2;516309;0;
..\..\world\expansion04\doodads\turtlezone\mountaintreewhite\tu_mountaintreewhite01.obj;13068.1611328125;260.8641662597656;15824.33984375;1.6376019716262817;201;5.13013219833374;;1.119140625;6639269;m2;530135;0;
..\..\world\expansion04\doodads\turtlezone\mountaintreewhite\tu_mountaintreewhite02.obj;12992.005859375;226.08883666992188;15728.560546875;0;6.5;0;;1;6639426;m2;530137;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree07.obj;13335.0966796875;92.9583511352539;15817.2353515625;0;223;0;;0.8095703125;6522463;m2;514920;0;
..\..\world\expansion04\doodads\turtlezone\mountaintreewhite\tu_mountaintreewhite01.obj;13012.4619140625;221.8384552001953;15847.79296875;0;231;0;;1.119140625;6639238;m2;530135;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree08.obj;13222.73828125;82.77811431884766;15591.873046875;1.450579047203064;346.00634765625;-2.67303466796875;;1;6520731;m2;514951;0;
..\..\world\expansion04\doodads\turtlezone\mountaintreewhite\tu_mountaintreewhite01.obj;12887.3759765625;228.06971740722656;15814.71484375;0;80.5;0;;1.189453125;6639419;m2;530135;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree01.obj;13175.3095703125;101.144287109375;15654.3291015625;0;132;0;;1.119140625;6521100;m2;514496;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree02.obj;13149.28125;146.78451538085938;15637.505859375;0;91;0;;1;6521069;m2;514498;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree01.obj;13166.544921875;112.45452880859375;15612.8173828125;0;73;0;;1.119140625;6520880;m2;514496;0;
..\..\world\expansion04\doodads\turtlezone\mountaintreewhite\tu_mountaintreewhite04.obj;12790.0810546875;244.11407470703125;15926.37109375;0;138.5;0;;1;6711061;m2;530141;0;
..\..\world\expansion04\doodads\turtlezone\mountaintreewhite\tu_mountaintreewhite07.obj;13081.470703125;194.1076202392578;15961.1640625;7.045608997344971;294;-2.570892333984375;;0.779296875;6639081;m2;530145;0;
..\..\world\expansion04\doodads\turtlezone\mountaintreewhite\tu_mountaintreewhite01.obj;12790.80859375;269.2066955566406;15946.1552734375;6.9015889167785645;158;-6.05126953125;;1.009765625;6711060;m2;530135;0;
..\..\world\expansion04\doodads\turtlezone\mountaintreewhite\tu_mountaintreewhite02.obj;13042.2890625;233.06832885742188;15847.552734375;-15.454986572265625;218;-0.300445556640625;;0.9091796875;6639261;m2;530137;0;
..\..\world\expansion04\doodads\turtlezone\mountaintreewhite\tu_mountaintreewhite02.obj;12874.1591796875;230.5998077392578;15895.3603515625;0;60;0;;0.8896484375;6639415;m2;530137;0;
..\..\world\expansion04\doodads\turtlezone\mountaintreewhite\tu_mountaintreewhite04.obj;12891.11328125;207.56381225585938;15829.2373046875;-5.596221923828125;67;4.547765254974365;;0.94921875;6639421;m2;530141;0;
..\..\world\expansion04\doodads\turtlezone\mountaintreewhite\tu_mountaintreewhite03.obj;13105.685546875;210.95201110839844;15789.4609375;0;301;0;;1.2490234375;6639339;m2;530139;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree08.obj;13312.150390625;91.79935455322266;15876.1904296875;0.09125299751758575;174.5;-3.16094970703125;;1;6522738;m2;514951;0;
..\..\world\expansion04\doodads\turtlezone\rocks\tu_flatrocks_02.obj;13182.841796875;94.13328552246094;15829.7734375;3.388906955718994;312;3.834357261657715;;3.3291015625;6522423;m2;516393;0;
..\..\world\expansion04\doodads\pandaren\kite\pa_kite_03.obj;13310.7548828125;98.17825317382812;15657.482421875;0;351.5;0;;1;6521114;m2;524268;0;
..\..\world\expansion04\doodads\turtlezone\mountaintreewhite\tu_mountaintreewhite01.obj;13168.896484375;213.9588165283203;15866.7373046875;1.8907219171524048;269.5;10.267675399780273;;1.1396484375;6639340;m2;530135;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree01.obj;13097.0302734375;102.46378326416016;15592.521484375;0;215.5;0;;1;6627747;m2;514496;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree08.obj;13256.0908203125;87.3868179321289;15677.216796875;0;66;0;;0.849609375;6521417;m2;514951;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree04.obj;12836.365234375;207.3001251220703;15722.306640625;0;239.5;0;;0.919921875;6627590;m2;514502;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree01.obj;12847.107421875;216.43775939941406;15725.2265625;0;232.5;0;;1;6627591;m2;514496;0;
..\..\world\expansion04\doodads\turtlezone\mountaintreewhite\tu_mountaintreewhite01.obj;13011.244140625;206.2021484375;15871.9423828125;0;295;0;;1;6639235;m2;530135;0;
..\..\world\expansion04\doodads\turtlezone\mountaintreewhite\tu_mountaintreewhite04.obj;13022.3603515625;208.95626831054688;15731.560546875;0;349;0;;1;6639423;m2;530141;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree01.obj;13130.80859375;136.81478881835938;15599.4228515625;0;142;0;;1;6520727;m2;514496;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree04.obj;12989.474609375;83.0368423461914;15599.5517578125;0;169.5;0;;1;6627763;m2;514502;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree03.obj;12986.9541015625;112.51061248779297;15613.83984375;0;187.5;0;;1.2890625;6627762;m2;514500;0;
..\..\world\expansion04\doodads\turtlezone\mountaintreewhite\tu_mountaintreewhite01.obj;13091.7294921875;215.84927368164062;15950.2998046875;0;338;0;;1;6639080;m2;530135;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree01.obj;13053.365234375;125.05901336669922;15596.888671875;0;199;0;;1;6627735;m2;514496;0;
..\..\world\expansion04\doodads\turtlezone\mountaintreewhite\tu_mountaintreewhite01.obj;13076.5322265625;234.93307495117188;15892.6591796875;0;72;0;;0.9892578125;6639318;m2;530135;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree03.obj;12888.5400390625;139.4798126220703;15647.3779296875;0;183;0;;1.2890625;6627673;m2;514500;0;
..\..\world\expansion04\doodads\turtlezone\mountaintreewhite\tu_mountaintreewhite03.obj;13069.7255859375;235.78990173339844;15747.3017578125;0;290;0;;1.1591796875;6639424;m2;530139;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree07.obj;13123.1064453125;149.81332397460938;15635.6484375;0;169;0;;0.8095703125;6521058;m2;514920;0;
..\..\world\expansion04\doodads\turtlezone\mountaintreewhite\tu_mountaintreewhite03.obj;13021.88671875;210.5828399658203;15901.8642578125;0;273;0;;1.2392578125;6639233;m2;530139;0;
..\..\world\expansion04\doodads\turtlezone\mountaintreewhite\tu_mountaintreewhite01.obj;13087.0859375;226.63223266601562;16018.3330078125;2.5881941318511963;248;3.2095561027526855;;0.919921875;6639065;m2;530135;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree01.obj;13186.3271484375;120.07035064697266;15702.2666015625;4.029736042022705;106.5;7.194527626037598;;0.8994140625;6521677;m2;514496;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree04.obj;12929.52734375;137.97735595703125;15629.9111328125;0;178.5;0;;1;6627711;m2;514502;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree03.obj;13143.560546875;132.6651153564453;15615.43359375;23.94266700744629;96.77783203125;-6.744293212890625;;1;6520882;m2;514500;0;
..\..\world\expansion04\doodads\turtlezone\mountaintreewhite\tu_mountaintreewhite03.obj;13047.0703125;213.2063751220703;15920.615234375;0;338.5;0;;1.08984375;6639234;m2;530139;0;
..\..\world\expansion04\doodads\turtlezone\mountaintreewhite\tu_mountaintreewhite03.obj;12903.708984375;210.0324249267578;15777.2978515625;0;27;0;;1.0791015625;6639420;m2;530139;0;
..\..\world\expansion04\doodads\turtlezone\redtree\tu_redtree03.obj;12849.044921875;209.4242706298828;16009.6328125;-3.26007080078125;15;-3.445556640625;;1.259765625;6559509;m2;516365;0;
..\..\world\expansion03\doodads\abyssalmaw\coral\abyssal_fish02.obj;12967.5390625;173.574462890625;15924.779296875;0;247;0;;3.19921875;6636551;m2;309911;0;
..\..\world\expansion04\doodads\turtlezone\mountaintreewhite\tu_mountaintreewhite01.obj;12866.912109375;201.6536865234375;15958.6103515625;0;154.5;0;;0.8798828125;6639411;m2;530135;0;
..\..\world\expansion04\doodads\turtlezone\mountaintreewhite\tu_mountaintreewhite03.obj;13091.814453125;219.14346313476562;15939.0859375;0;245.5;0;;1.0693359375;6639079;m2;530139;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree01.obj;13288.7978515625;136.4146270751953;15932.68359375;4.3393731117248535;193.5;1.08159601688385;;0.8798828125;6522850;m2;514496;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree03.obj;12919.9248046875;108.0999526977539;15621.693359375;0;174;0;;1.1396484375;6627718;m2;514500;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree08.obj;13281.4140625;86.18473052978516;15702.7041015625;0;195;0;;0.7890625;6521727;m2;514951;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree03.obj;12813.0263671875;171.6230010986328;15722.46484375;0.9837327003479004;202;-0.531280517578125;;1.0498046875;6627628;m2;514500;0;
..\..\world\expansion04\doodads\turtlezone\mountaintreewhite\tu_mountaintreewhite04.obj;13036.169921875;204.2267608642578;15830.6728515625;0;213;0;;0.7890625;6639262;m2;530141;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree02.obj;13181.5791015625;114.57303619384766;15743.716796875;-11.557861328125;103;-8.583343505859375;;0.7294921875;6521955;m2;514498;0;
..\..\world\expansion03\doodads\abyssalmaw\coral\abyssal_fish01.obj;13029.333984375;169.4234161376953;15784.2236328125;2.1793200969696045;310;3.936156988143921;;2.919921875;6636652;m2;309067;0;
..\..\world\expansion03\doodads\abyssalmaw\coral\abyssal_fish01.obj;12950.1103515625;169.3747100830078;15858.435546875;2.1793200969696045;307.5;3.936156988143921;;2.919921875;6636486;m2;309067;0;
..\..\world\expansion03\doodads\abyssalmaw\coral\abyssal_fish01.obj;12932.830078125;174.3096466064453;15800.431640625;2.1793200969696045;307.5;3.936156988143921;;2.919921875;6636654;m2;309067;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree01.obj;13240.615234375;88.6171646118164;15892.525390625;6.267826080322266;190;6.191670894622803;;0.83984375;6522728;m2;514496;0;
..\..\world\expansion04\doodads\turtlezone\mountaintreewhite\tu_mountaintreewhite04.obj;13169.5009765625;210.5540313720703;15879.6103515625;0;319;0;;0.759765625;6639346;m2;530141;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree07.obj;13136.1904296875;166.3577423095703;15678.8642578125;0;83;0;;0.75;6521371;m2;514920;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree01.obj;13185.0322265625;108.4126968383789;15775.103515625;4.339372634887695;86;1.0815956592559814;;0.8798828125;6522189;m2;514496;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree06.obj;13312.4609375;215.9481964111328;16006.9677734375;22.571992874145508;133.5;-19.3883056640625;;1.349609375;6274733;m2;514506;0;
..\..\world\expansion03\doodads\abyssalmaw\coral\abyssal_fish01.obj;12968.28125;169.3744659423828;15803.80859375;2.1793200969696045;337;3.936156988143921;;2.919921875;6636651;m2;309067;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree02.obj;12856.7900390625;129.3443145751953;15661.728515625;-17.088287353515625;208.5;-4.241241455078125;;0.6796875;6627672;m2;514498;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree04.obj;13174.060546875;132.5968780517578;15720.591796875;-19.960601806640625;80.5;-0.4840392768383026;;0.779296875;6521678;m2;514502;0;
..\..\world\expansion04\doodads\turtlezone\mountaintreewhite\tu_mountaintreewhite02.obj;13107.9091796875;221.530517578125;15847.8154296875;0;134;0;;0.7294921875;6639338;m2;530137;0;
..\..\world\expansion04\doodads\turtlezone\roots\tu_roots_02.obj;13264.4599609375;85.0593490600586;15641.357421875;18.33510971069336;115.5;26.914663314819336;;1.2490234375;6521109;m2;516821;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree03.obj;13069.9638671875;124.77606964111328;15599.9072265625;0;171;0;;1;6627734;m2;514500;0;
..\..\world\expansion04\doodads\turtlezone\rocks\tu_flatrocks_01.obj;13236.9365234375;74.4048843383789;15884.9072265625;-2.323455810546875;331.5;7.584792137145996;;2.3994140625;6522726;m2;516391;0;
..\..\world\expansion04\doodads\turtlezone\redtree_roots\tu_redtree_roots_03.obj;13348.630859375;95.11112213134766;15847.55859375;106.40152740478516;2;-32.526458740234375;;1.2490234375;6522614;m2;521704;0;
..\..\world\expansion03\doodads\abyssalmaw\coral\abyssal_fish01.obj;13045.212890625;169.3719482421875;15781.5361328125;2.1793200969696045;256;3.936156988143921;;2.919921875;6636653;m2;309067;0;
..\..\world\expansion04\doodads\turtlezone\mountaintreewhite\tu_mountaintreewhite01.obj;12814.39453125;233.4951171875;15998.1640625;0;83;0;;0.8291015625;6537726;m2;530135;0;
..\..\world\expansion04\doodads\turtlezone\mountaintreewhite\tu_mountaintreewhite01.obj;12811.990234375;264.8280334472656;15952.1123046875;0;102;0;;0.7890625;6711058;m2;530135;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree01.obj;13137.3935546875;187.8579864501953;15755.822265625;14.109820365905762;134;8.68271255493164;;0.689453125;6521938;m2;514496;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree03.obj;12801.521484375;151.4928741455078;15707.509765625;0;186;0;;0.9697265625;6627624;m2;514500;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree06.obj;13302.1064453125;213.8622589111328;15997.7490234375;16.46786117553711;115.5;-15.45281982421875;;1.2099609375;6274734;m2;514506;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree01.obj;13219.04296875;92.33914947509766;15841.19921875;-0.0447998046875;135;4.626134872436523;;0.7294921875;6522579;m2;514496;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree06.obj;13322.578125;206.08041381835938;15987.138671875;22.458662033081055;128.5;-22.740509033203125;;1.2099609375;6274731;m2;514506;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree01.obj;13158.490234375;176.8843994140625;15703.2998046875;13.47765064239502;73.5;7.233449459075928;;0.689453125;6521673;m2;514496;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree06.obj;13318.658203125;210.16748046875;15993.9091796875;18.128536224365234;108.5;-25.43310546875;;1.2099609375;6274732;m2;514506;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree06.obj;13291.935546875;215.1905059814453;16001.3017578125;-45.72808837890625;10.5;-13.115081787109375;;1.4091796875;6274737;m2;514506;0;
..\..\world\expansion03\doodads\abyssalmaw\coral\abyssal_fish01.obj;12990.3798828125;174.2012176513672;15947.7197265625;0;188;0;;2.8896484375;6636550;m2;309067;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree01.obj;13216.55859375;99.46561431884766;15861.744140625;7.14975118637085;106;11.10820198059082;;0.6796875;6522584;m2;514496;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree01.obj;13203.380859375;111.966552734375;15837.7685546875;-5.448577880859375;148.5;-14.475616455078125;;0.6796875;6522585;m2;514496;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree01.obj;13291.3037109375;92.0396957397461;15920.99609375;-5.448577880859375;148.5;-14.475616455078125;;0.6796875;6522849;m2;514496;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree03.obj;13100.3623046875;134.2222442626953;15601.076171875;0;176;0;;0.9296875;6627748;m2;514500;0;
..\..\world\expansion04\doodads\turtlezone\rocks\tu_flatrocks_04.obj;13199.6240234375;92.43162536621094;15670.3271484375;-18.279327392578125;308;1.5076706409454346;;0.8291015625;6521387;m2;516397;0;
..\..\world\expansion04\doodads\turtlezone\roots\tu_roots_02.obj;13324.201171875;85.18106842041016;15771.591796875;-12.686676025390625;211;37.367061614990234;;1.0498046875;6522212;m2;516821;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree01.obj;13237.3349609375;95.90982818603516;15751.3828125;-5.448577880859375;158.5;-14.475616455078125;;0.6796875;6568911;m2;514496;0;
..\..\world\expansion04\doodads\turtlezone\mountaintreewhite\tu_mountaintreewhite04.obj;12878.875;211.15625;15899.419921875;0;72;0;;0.6396484375;6639414;m2;530141;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree01.obj;13231.216796875;142.43447875976562;15896.3671875;7.068521499633789;194.5;10.797967910766602;;0.6494140625;6522716;m2;514496;0;
..\..\world\expansion04\doodads\turtlezone\mountaintree\tu_mountaintree01.obj;13257.4462890625;107.2564926147461;15903.2841796875;7.14975118637085;168;11.10820198059082;;0.669921875;6522838;m2;514496;0;
..\..\world\expansion04\doodads\turtlezone\mountaintreewhite\tu_mountaintreewhite07.obj;12902.8466796875;210.67141723632812;15851.056640625;0;96.5;0;;0.609375;6639413;m2;530145;0;
